Post ID,Intl.,Entry type,Campaign Areas,Communities,Tags,Campaigning organizations (private),date,Clean Date (Based on original hiddne column),Actors: Divesters /  Endorsers / Previously Complicit / Not Previously Complicit,growth,Headline,Summary,Case source(s),Link(s) to mainstream media coverage (national or international),City,Countries,World Regions,“Quote” ,Author of Quote ,Affiliation of author,Quote Source,Type of loss,Loss (in millions USD),Photo(s) + source link,Other Multimedia,Imp. Level of Case,Did this success bring about the end of the campaign?,,
246,RF,Success,Sanctions,-,"Governmental, Gaza",-,01-06-2010,01-06-2010,Government of Nicaragua,3,Nicaragua suspends diplomatic relations with Israel over flotilla raid,"Nicaragua suspends diplomatic relations with Israel over the Gaza Flotilla raid, and its spokesperson ""underscored the illegal nature of the attack on a humanitarian mission in clear violation of international and humanitarian law.""","http://www.ynetnews.com/articles/0,7340,L-3897773,00.html",-,Managua,Nicaragua,Latin Ameria and Caribbean,-,-,-,-,-,-,-,-,1,0,,
249,RF,Success,Sanctions,-,"Governmental, Gaza",-,03-06-2010,03-06-2010,Government of Brazil,3,Brazil government recalls Ambassador over Gaza Aid Flotilla attack,Brazil recalls its ambassador to Israel to express its indignation over Israel’s military attack on the Gaza aid flotilla.,http://www.aljazeera.com/news/middleeast/2010/05/20105316216182630.html.,http://latino.foxnews.com/latino/news/2014/07/23/gaza-strip-attacks-by-israel-draw-condemnation-from-latin-american-nations/,Brasilia,Brazil,Latin Ameria and Caribbean,"Brazil condemns, in vehement terms, the Israeli action, given that there was no justification for a military intervention on a peaceful convoy of a strictly humanitarian character. Brazil considers that the incident should be the object of an independent investigation that should fully elucidate the facts in the light of human rights and international law.",-,Statement from Brazilian foreign ministry,http://www.aljazeera.com/news/middleeast/2010/05/20105316216182630.html.,-,-,https://upload.wikimedia.org/wikipedia/commons/e/e6/Luiz_In%C3%A1cio_Lula_da_Silva.jpg,-,1,0,,
262,RF,Success,Sanctions,Faith Based,"Governmental, Gaza",-,10-06-2010,10-06-2010,Central Islamic Organisation of Guyana ,1,Central Islamic Organisation of Guyana calls for severing diplomatic ties with Israel,The Central Islamic Organization of Guyana calls on the government of Guyana to condemn the Israeli raid on the Gaza aid flotilla and urges it to sever its diplomatic ties with Israel.,http://www.stabroeknews.com/2010/archives/06/03/ciog-calls-on-gov’t-to-condemn-israel’s-raid-on-gaza-aid-ships/,-,Georgetown,Guyana,Latin Ameria and Caribbean,-,-,-,-,-,-,-,-,3,0,,
335,RF,Success,General,Trade Union,-,-,28-01-2011,28-01-2011,The Central Ã_nica dos Trabalhadores (CUT),1,Brazil's largest trade union joins the BDS movement,The Central Ã_nica dos Trabalhadores (CUT) pledges to take concrete steps to work towards the overall success of the BDS movement.,http://stopthewall.org/2011/02/07/largest-brazilian-trade-union-backs-boycott,-,Sao Paolo,Brazil,Latin Ameria and Caribbean,"This welcome decision of the government of Rio Grande do Sul reflects the growing opposition to Israel’s apartheid policies. The Brazilian government must now cut all military ties with Israel, a state that practices state terrorism against Palestinians.",Antonio Lisboa,Secretary of International Relations,http://bdsmovement.net/2014/elbit-systems-loses-key-brazil-deal-12878,-,-,"http://previous.presstv.ir/photo/20101222/naderian20101222021157700.jpg
https://upload.wikimedia.org/wikipedia/en/1/1d/COSATU_logo.png",-,2,0,,
353,RF,Success,General,Trade Union,-,-,01-04-2011,01-04-2011,Trade Federation CSP-Conlutas ,1,"Trade Federation CSP-Conlutas backs BDS call, writes letter to BNC","A group of 43 Brazilian trade unions and student organizations vote in 2010 to back the BDS, and write a letter expressing solidarity to the BNC.",http://bdsmovement.net/2011/csp-conlutas-7089,-,Sao Paulo,Brazil,Latin Ameria and Caribbean,-,-,-,-,-,-,-,-,2,0,,
564,RF,Success,Consumer Boycott,-,-,-,12-07-2013,12-07-2013,*Civil Society Mercosur,1,Latin American movements call for end to Israel trade deal,"Civil society from all five Mercosur countries (Brazil, Argentina, Venezuela, Uruguay and Paraguay) adopts a clear call for an end to the Free Trade Agreement between the Mercosur trade group countries and Israel.",http://www.ippdh.mercosur.int/backend/Uploads/Declaraci%C3%B3n%20de%20la%20XV%20Cumbre%20Social%20del%20Mercosur.pdf,-,-,Latin America,Latin Ameria and Caribbean,-,-,-,-,-,-,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT9v1msn-RrUdp7DpEdi9OaWg5m-8pHRFLk1rS3n7mdfZpZUQrh,-,1,0,,
575,RF,Success,Cultural Boycott,-,"Personality, Music",-,01-09-2013,01-09-2013,Sonia Montez,2,Mexican singer and composer Sonia Montez advocates Israel boycott,"She comments: ""To suggest Palestine would even have enough funds to put on a music festival (because they would have to be allowed by the colonizing government to put on a music show on their own land and already live in inhumane conditions) shows mis-education on the the reality of the apartheid.""",http://www.kadaitcha.com/2013/09/01/musician-sonia-montez-says-support-the-cultural-boycott-of-israel/,-,New York,Mexico,Latin Ameria and Caribbean,"When Mexico bleeds, and no one listens, who suffers. Would you play in a festival in Mexico that was supported by corrupt officials, the ones who feed into the violence epidemic sweeping Mexico? Do you not know that the Zapatistas have a history of supporting Palestinian human rights causes? You may think what is happening to the Palestinians is wrong but your willing nature to participate in celebration for their oppressors shows more of your character than your words offer. If music is beauty, what beauty lies in playing for a festival in which the native (like you are native to your country) population could not even attend because of humiliating checkpoints placed to break the spirit of said population. What if one day you were not allowed to return to Mexico because the government had taken over your land and placed more ideal residents there? Would you play for a government endorsed jazz festival. Do you think you’d be playing for the people then?”",Sonia Montez,-,http://www.kadaitcha.com/2013/09/01/musician-sonia-montez-says-support-the-cultural-boycott-of-israel/,-,-,-,https://www.youtube.com/watch?v=nKlFKcAvjDU,2,0,,
644,RF,Success,Divestment,-,Governmental,-,14-03-2014,14-03-2014,Buenos Aires,2,Israeli water firm Mekorot loses $170 million deal in Argentina,"The latest BDS success sees authorities in Buenos Aires suspend a proposed $170m water treatment plant deal with Israeli state water firm Mekorot, as BDS spreads southward.",http://bdsmovement.net/2014/170m-argentina-loss-for-mekorot-11875,http://stopmekorot.org,Buenos Aires,Argentina,Latin Ameria and Caribbean,"We fought in solidarity with the Palestinian struggle for justice, liberation and return and we won a battle not only against Israeli crimes against the Palestinian people but as well for the right to water here in Argentina",Tilda Rabi,President of the Federation of Palestinian-Argentinian Organisations,http://bdsmovement.net/2014/170m-argentina-loss-for-mekorot-11875#sthash.B3EA6PIw.dpuf,Contract not awarded,170.00,http://www.bdsmovement.net/files/2014/03/Mekorot-Israel-National-Water-Co-intern-text-600x374.jpg,-,0,0,,
700,LN ,Success,General,-,Governmental ,- ,17-07-2014,17-07-2014,Chilean government  ,3,Chile suspends free trade negotiations with Israel over Gaza massacre,"Home to the largest Palestinian diaspora outside the Middle East, Chile suspended Free Trade Agreement negotiations with Israel following the bombing campaign of Gaza in 2014. Chile also recalled its ambassador as part of its condemnation of Israel's attack. ",http://www.aljazeera.com/indepth/interactive/2014/07/israel-gaza-losing-latin-america-2014731111846443951.html,http://www.globalresearch.ca/chile-cuts-ties-with-israel/5392422,Santiago ,Chile ,Latin Ameria and Caribbean,Israel must halt in the killing of civillians that is happening in the Palestinian territories ,Eugenio Tuma,Vice-President of the Senate,http://www.globalresearch.ca/chile-cuts-ties-with-israel/5392422,-,-,-,-,0,0,,
710,RF,Success,Sanctions,-,"Governmental, Gaza",-,29-07-2014,29-07-2014,"*Brazil, Chile, Ecuador, Peru and El Salvador",3,"Brazil, Chile, Ecuador, Peru and El Salvador all recall Israel envoys over Gaza operation","The five Latin American countries have recalled their ambassadors from Tel Aviv, in protest of Israel's operation in the Gaza Strip. ",https://www.middleeastmonitor.com/20140730-five-latin-american-countries-withdraw-envoys-from-israel/,http://www.haaretz.com/israel-news/1.607915,-,"Brazil, Chile, Ecuador, Peru, El Salvador ",Latin Ameria and Caribbean,"Chile notes with great concern and dismay that such military operations, which at this stage of development are subject to a collective punishment against the Palestinian civilian population in Gaza, do not respect fundamental rules of international humanitarian law.",Jorge Montero,Chilean foreign ministry, http://www.haaretz.com/israel-news/1.607915,-,-,http://d.ibtimes.co.uk/en/full/1391561/chile-brazil-brics.jpg?w=720&h=480&l=50&t=40,-,1,0,,
713,RF,Success,Divestment,-,Settlements,-,29-07-2014,29-07-2014,ISS Cleaning Company,2,ISS sells security company operating in Israeli settlements,An ISS spokesperson confirms that company will not be continuing active sales in the settlements.,http://bdsmovement.net/2014/iss-sells-security-company-in-israeli-settlements-12469,-,-,"Chile, Peru",Latin Ameria and Caribbean,"The decision is based on a variety of different factors where moral is one of them, as it always is, when we decide where we want to do business",Kenth Kærhøg.,Head of Communications,-,-,-,http://www.orsgroup.com/wp-content/uploads/2014/05/iss_logo.gif,-,3,0,,
714,RF,Success,General,-,NGO,-,31-07-2014,31-07-2014,No Mas Muertes,1,No Mas Muertes endorses Palestinian call for BDS,The group calls on its members and allies to join the international community in directly pressuring organizations and corporations to sever their ties with companies that benefit from Israeli human rights violations until Israel ends its siege on Gaza and comes into full compliance with international law.,http://forms.nomoredeaths.org/statement-on-gaza/,-,Mexico City,Mexico,Latin Ameria and Caribbean,-,-,-,-,-,-,-,-,2,0,,
727,RF,Success,General,-,Personality,-,10-08-2014,10-08-2014,*Latin American boycott call,2,"Fidel Castro, Alice Walker, Evo Morales and Manuel Zelaya join Latin American boycott call among others",Luminaries from across Latin America sign the statement 'In Defense of Palestine' also denouncing US and EU complicity with Israeli crimes.,https://electronicintifada.net/blogs/jimmy-johnson/fidel-castro-alice-walker-bolivian-president-condemn-israel-join-latin-american,http://www.alainet.org/active/75935,-,Latin America,Latin Ameria and Caribbean,"We encourage you to join the boycott, Divestment and Sanctions campaign against the terrorist state of Israel, as it is time for active and creative solidarity that goes beyond statements of condemnation.",Signatory to 2014 pan-Latin American statement,-,-,-,-,http://previous.presstv.ir/photo/20110922/asadi_s20110922024052437.jpg,-,1,0,,
740,RF,Success,Cultural Boycott,-,Personality,-,29-08-2014,29-08-2014,*Artists,2,Artists call on Bienal de São Paulo to reject Israeli funds,"Reacting to the 2014 assault on Gaza, which saw the loss of over 2,000 Palestinian lives at the hands of the Israeli forces, fifty-five Brazilian artists sign an open letter penned by two Ramhallah-based artists urging the Fundação Bienal to refuse Israeli state funding.",https://news.artnet.com/art-world/artists-call-on-bienal-de-sao-paulo-to-reject-israeli-funds-updated-88974,-,São Paulo,Brazil,Latin Ameria and Caribbean,"-“The oppression of one concerns that of all,” say the majority of artists and participants of the 31st São Paulo Bienal Art Exhibit, who refused to support the normalization of Israel’s ongoing occupation of the Palestinian people, “We believe Israeli state cultural funding directly contributes to maintaining, defending and whitewashing their violation of international law and human rights"".
-At a time in which the people of Gaza return to the rubble of their homes, destroyed by the Israeli military we do not feel it is acceptable to receive Israeli cultural sponsorship.",-,-,https://news.artnet.com/art-world/artists-call-on-bienal-de-sao-paulo-to-reject-israeli-funds-updated-88974,-,-,-,-,3,0,,
773,LN,Success,Divestment,- ,Governmental ,-,03-12-2014,03-12-2014,Brazilian state of Rio Grande do Sul,3,Elbit Systems loses key Brazil deal over Palestine protests ,"Following the war in Gaza in 2014 and protest from social movements, trade unions and Palestinian groups, the Brazilian state of Rio Grande do Sul has cancelled a major deal with Elbit Systems, a firm that is closely tied to the Israeli military and played a role in constructing the illegal apartheid wall. ",https://bdsmovement.net/2014/elbit-systems-loses-key-brazil-deal-12878,-,Rio Grande do Sul ,Brazil ,Latin Ameria and Caribbean,Our government has always given centrality to the promotion of peace and human rights and considers the demands of the social movements and important voice that needs to be heard. ,Tarson Nuñéz,Coordinator of the international relations department of the Rio Grande do Sul government,https://bdsmovement.net/2014/elbit-systems-loses-key-brazil-deal-12878,Contract cancelled,17.00,http://cartamaior.com.br/?/Editoria/Internacional/Rio-Grande-do-Sul-acaba-com-o-acordo-com-a-israelense-Elbit-Systems/6/32345,-,2,0,,
842,HK,Success,Divestment,-,Governmental,-,07-05-2015,07-05-2015,Brazilian Government,3,"After BDS Pressure, Brazilian government denies awarding contract to Israeli firm International Security and Defense Systems.",After sustained pressure to deny any Olympic Contracts to ISDS the Brazilian government released a statement that ISDS was not rewarded any contracts. ISDS had announced a $2.2 billion deal to coordinate security at the games in 2014.,http://bdsmovement.net/2015/israeli-company-loses-2016-rio-olympics-security-contract-it-had-claimed-to-have-been-awarded-13120,http://www.haaretz.com/israel-news/1.622213,Brasilia,Brazil,Latin Ameria and Caribbean,-,-,-,-,Contract not awarded,"2,200.00",-,-,1,1,,
